Date of Auction,Auction List No.,Lot No.,Description,Quantity,Unit
"16/06/2022",1/2022,M-145,Dial-0-Gram Balance 310g in 0.01g (Brand: Ohaus),1,No.
"16/06/2022",1/2022,M-145,"Triple Beam Balance, Sliding Weight (Brand: Ohaus)",1,No.
"16/06/2022",1/2022,M-145,"Overhead Projector (Brand: 3M, Model: 9200) (Dismantled)",1,Set
"16/06/2022",1/2022,M-145,Compact Light Source (Brand: Philip Harris),1,No.
"16/06/2022",1/2022,M-146,"Hard Disk Handycam (Brand: Sony, Model: DCR-SR40E)",1,No.
"16/06/2022",1/2022,M-146,"Hard Disk Handycam (Brand: Sony, Model: DCR-SR42E)",1,No.
"16/06/2022",1/2022,M-146,"Camera (Brand: Canon, Model: PS G11) with Toshiba SDHC Card 4GB",1,Set
"16/06/2022",1/2022,M-146,"Video Camera (Brand: Sony, Model: HDR CX430VE)",1,No.
"16/06/2022",1/2022,M-146,"Cassette Recorder (Brand: AIWA, Model: TP-VS610)",1,No.
"16/06/2022",1/2022,M-146,"Microphone (Brand: Sony, Model: EDM-MS957)",1,No.
"16/06/2022",1/2022,M-146,"DVD Player (Brand: AIWA, Model: XD-DV485)",1,No.
"16/06/2022",1/2022,M-146,"Video Cassette Recorder (Brand: Toshiba, Model: V-E59H)",1,No.
"16/06/2022",1/2022,M-146,Integrated Circuit Recorder (Model: ICD-P28),2,Nos.
"16/06/2022",1/2022,M-146,"DVD Recorder (Brand: Philips, Model: HDRW720)",1,No.
"16/06/2022",1/2022,M-146,"Digital Media Camera (Brand: JVC, Model: GZ-MG50AH)",1,No.
"16/06/2022",1/2022,M-146,USB Port Smart Card Reader (Brand: Utimaco),1,No.
"16/06/2022",1/2022,M-146,Foot Pump,1,No.
"16/06/2022",1/2022,M-146,Electronic Typewriter (Model: AP9417),1,No.
"16/06/2022",1/2022,M-146,A3 Laminator (Model: PC330),1,No.
"16/06/2022",1/2022,M-146,56K Modem PC Card (Brand: 3Com Megahertz),1,No.
"16/06/2022",1/2022,M-146,Barcode Scanner,1,No.
"16/06/2022",1/2022,M-146,Barcode Scanner Stand,1,No.
"16/06/2022",1/2022,M-146,Standing Desk,1,No.
"16/06/2022",1/2022,M-146,"Folding Table (Brand: Bretford, Model: CR8502)",4,Nos.
"16/06/2022",1/2022,M-146,Folding Table,4,Nos.
"16/06/2022",1/2022,M-146,"Laser Handheld Terminal (Brand: Casio, Model: CAS-0T900m60E)",1,No.
"16/06/2022",1/2022,M-147,Roller Shutter Filing Steel Cabinet,8,Nos.
"16/06/2022",1/2022,M-147,Anti Mosquito Lamp,6,Nos.
"16/06/2022",1/2022,M-148,"Electrical Typewriter (Brand: Olympia, Model: Compact 5DM)",1,No.
"16/06/2022",1/2022,M-148,"CD & Cassette Player (Brand: Sansui, Model: PRC-D330)",2,Nos.
"16/06/2022",1/2022,M-148,"Cassette Player (Brand: Aiwa, Model: HS-RXM2000)",1,No.
"16/06/2022",1/2022,M-148,"CD/Cassette Recorder (Brand: Sony, Model: CFD-S03cp)",5,Nos.
"16/06/2022",1/2022,M-148,"Walkman (Brand: Sony, Model: WM-GX)",40,Nos.
"16/06/2022",1/2022,M-148,Audio Splitter for Headset,20,Nos.
"16/06/2022",1/2022,M-148,Headset with Microphone (Brand: CITI),50,Sets
"16/06/2022",1/2022,M-148,"DVD Player (Brand: Panasonic, Model: DVD-S35)",1,No.
"16/06/2022",1/2022,M-148,"Video Cassette Recorder (Brand: Panasonic, Model: NV HV60)",1,No.
"16/06/2022",1/2022,M-148,"Cassette Deck (Brand: JVC, Model: TDW254)",1,No.
"16/06/2022",1/2022,M-148,"Amplifier (Brand: Sherwood, Model: RK-5108G)",1,No.
"16/06/2022",1/2022,M-148,"AV Selector (Brand: Hopewell, Model: HP300IS)",1,No.
"16/06/2022",1/2022,M-148,Ceiling of Speaker (Dismantled),1,No.
"16/06/2022",1/2022,M-148,"Mini DV Camcorder (Brand: Panasonic, Model: NV-GS50EN)",1,No.
"16/06/2022",1/2022,M-148,"Digital Light Processing (DLP) Projector (Brand: Plus, Model: U2-818W) (Dismantled)",1,No.
"16/06/2022",1/2022,M-148,"Digital Camera (Brand: Sony, Model: MVC-FD75)",1,No.
"16/06/2022",1/2022,M-148,Jig Saw Attachment,2,Nos.
"16/06/2022",1/2022,M-148,Drill Stand,1,No.
"16/06/2022",1/2022,M-148,Circular Saw Attachment,1,Set
"16/06/2022",1/2022,M-148,"Power Supply Unit, High Tension (Dismantled)",1,No.
"16/06/2022",1/2022,M-148,Signal Generator & Amplifier,2,Sets
"16/06/2022",1/2022,M-148,"Trolley, Double Deck",1,No.
"16/06/2022",1/2022,M-148,Sodium Lamp (Dismantled),1,No.
"16/06/2022",1/2022,M-148,Microscope Linear Vernier,1,No.
"16/06/2022",1/2022,M-148,"Power Supply Unit, Stepped Voltage, 0-12V (Dismantled)",10,Nos.
"16/06/2022",1/2022,M-148,"Digital Wireless Projector (Brand: Toshiba, Model: TDP-TW100) (Dismantled)",2,Nos.
"16/06/2022",1/2022,M-148,"Projector (Brand: Epson, Model: EMP-822H) (Dismantled)",12,Nos.
"16/06/2022",1/2022,M-148,"Color Charge-coupled Device Camera, Digital, 480 Line (Brand: Panasonic) (Dismantled)",1,No.
"16/06/2022",1/2022,M-148,Video Camera Adaptor,1,No.
"16/06/2022",1/2022,M-148,"Alka Ionizer (Brand: Panasonic, Model: TK7585 & TK7815C1)",2,Nos.
"16/06/2022",1/2022,M-148,Air Walk Trainer,1,No.
"16/06/2022",1/2022,M-148,Vibration Pad,1,No.
"16/06/2022",1/2022,M-148,"Electric Air Pump (Brand: Tomas, Model: 600)",1,No.
"16/06/2022",1/2022,M-148,Table Tennis Table,2,Nos.
"16/06/2022",1/2022,M-148,"Match Timer (Brand: Enhard, Model: 68352)",1,No.
"16/06/2022",1/2022,M-149,Steel Equipment Cabinet,1,No.
"16/06/2022",1/2022,M-149,Scanner Rack,1,No.
"16/06/2022",1/2022,M-149,Cassette Deck (Brand: Technics),1,No.
"16/06/2022",1/2022,M-149,"Liquid-crystal display (LCD) Projector (Brand: NEC, Model: VT670) (Dismantled)",1,No.
"16/06/2022",1/2022,M-149,"DVD Recorder (Brand: Pioneer, Model: DVR-7)",1,No.
"16/06/2022",1/2022,M-149,Color VisionSpyder3 Studio,1,Set
"16/06/2022",1/2022,M-149,"Camcorder Ballhead (Brand: Photo Clam, Model: PC-30NS)",1,No.
"16/06/2022",1/2022,M-149,Main Unit for Wired Conference System (Brand: Taiden) (Dismantled),1,No.
"16/06/2022",1/2022,M-149,Chairman Microphone Unit (Wired Conference System Use) (Brand: Taiden) (Dismantled),1,No.
"16/06/2022",1/2022,M-149,Delegate Microphone Unit (Wired Conference System Use) (Brand: Taiden) (Dismantled),26,Nos.
"16/06/2022",1/2022,M-149,"Electronic Whiteboard (Brand: Panasonic, Model: UB-5838C)",1,No.
"16/06/2022",1/2022,M-149,Movable Case Cabinet for Taiden Conference System,1,No.
"16/06/2022",1/2022,M-149,High-Definition Multimedia Interface (HDMI) Converter,1,No.
"16/06/2022",1/2022,M-149,High-Definition Multimedia Interface (HDMI) Signal Splitter,1,No.
"16/06/2022",1/2022,M-149,Video Graphics Array (VGA) Spliter,1,No.
"16/06/2022",1/2022,M-149,Cantonese Color Detector (Brand: Care Tec Colouring),1,No.
"16/06/2022",1/2022,M-149,"600 x 600mm Cabinet with 1 Fixed Shelf (Brand: Cambridge, Model: 14U)",1,No.
"16/06/2022",1/2022,M-149,DVD Duplicator,1,No.
"16/06/2022",1/2022,M-149,"3.5"" 2TB External Hard Disk Studio Edition II (Degaussed)",1,No.
"16/06/2022",1/2022,M-149,Micro MD HiFi System,1,No.
"16/06/2022",1/2022,M-149,Video Cassette Recorder,1,No.
"16/06/2022",1/2022,M-149,Digital Camera,1,No.
"16/06/2022",1/2022,M-149,3.3M Pro Cyber Shot,1,No.
"16/06/2022",1/2022,M-149,Electronic Whiteboard (Model: KX-B730),1,No.
"16/06/2022",1/2022,M-149,Stand for Electronic Whiteboard,1,No.
"16/06/2022",1/2022,M-149,"Liquid-crystal Display (LCD) Projector (Brand: EIKI, Model: LC-XNP-4) (Dismantled)",1,No.
"16/06/2022",1/2022,M-149,"Portable Amplifier (Brand: Carvin, Model: PA-620)",1,No.
"16/06/2022",1/2022,M-149,"HandyCam (Brand: Sony, Model: HDR-AIP)",1,No.
"16/06/2022",1/2022,M-149,"Digital Single-lens Reflex Camera                                (Brand: Canon, Model: EOS 350D)",1,No.
"16/06/2022",1/2022,M-149,"Digital Camera Lens (Brand: Canon, Model: EF-S)",1,No.
"16/06/2022",1/2022,M-149,"Flash (Brand: Canon, Model: Speedlite 430EX)",1,No.
"16/06/2022",1/2022,M-149,"36"" x 42"" Trolley, Double Level",1,No.
"16/06/2022",1/2022,M-149,"Hard Disk Camcorder (Brand: JVC, Model: GZ-MG505AH-U)",1,No.
"16/06/2022",1/2022,M-149,"Visual Presenter (Brand: Aversion, Model: SPB370)",1,No.
"16/06/2022",1/2022,M-149,"Electronic Auto Dry Box (Brand: Eureka, Model: DX-76)",2,Nos.
"16/06/2022",1/2022,M-149,"4-bay SATA (Serial Advanced Technology Attachment) NAS (Network Attached Storage) (Brand: Synology, Model: DS409 Plus-HD-DS409 Plus)",1,No.
"16/06/2022",1/2022,M-149,"A3 Laminator (Brand: Fellowes, Model: Venus)",1,No.
"16/06/2022",1/2022,M-149,"Heavy Duty Punch (Brand: Carl, Model: HD-430)",1,No.
"16/06/2022",1/2022,M-149,"Solid-state Drive (SSD) (Brand: Plextor, Model: PX-128M2S-04) (Degaussed)",1,No.
"16/06/2022",1/2022,M-149,"Labelling Machine (Brand: Brother, Model: QL-580N)",1,No.
"16/06/2022",1/2022,M-149,"Labelling Machine (Brand: Brother, Model: PT-9800PCN)",1,No.
"16/06/2022",1/2022,M-149,"USB3.0 External Drive (Brand: Seagate, Model: EXT-3.5"") (Degaussed)",1,No.
"16/06/2022",1/2022,M-149,"A4 Thermal Binding Machine (Brand: Fellowes, Model: Helios 60)",1,No.
"16/06/2022",1/2022,M-149,"Double Sided Braille Embosser (Brand: Index, Model: Basic)",1,No.
"16/06/2022",1/2022,M-149,"Braille Display with Cursor Routing and USB Connector (Brand: Tieman, Model: BV-44)",1,No.
"16/06/2022",1/2022,M-150,Integrated Circult (IC) Recorder (Brand: Sony),4,Nos.
"16/06/2022",1/2022,M-150,"Harddisk (Brand: Seagate, Model: Goflex Desk) (Degaussed)",5,Nos.
"16/06/2022",1/2022,M-150,"2TB 3.5"" SATA 6GB/s 7200RPM 64M Harddisk (Brand: Seagate) (Degaussed)",1,No.
"16/06/2022",1/2022,M-150,"3TB 3.5"" SATA 6GB/s 7200RPM 64M Harddisk (Brand: Seagate) (Degaussed)",1,No.
"16/06/2022",1/2022,M-150,Display Calibration Tool,1,Set
"16/06/2022",1/2022,M-150,High Grade Wide Lens Handycam (Model: VCL-HGA07B),1,No.
"16/06/2022",1/2022,M-150,High Grade Wide Lens Handycam (Model: VCL-HGE08B),1,No.
"16/06/2022",1/2022,M-150,"iPod Touch 32GB (Brand: Apple, Model: MC544ZP/A)",1,No.
"16/06/2022",1/2022,M-150,"iPod Touch 32GB (Brand: Apple, Model: MC058ZP/A)",1,No.
"16/06/2022",1/2022,M-150,Co2 Gas Sensor for Data Logger,1,No.
"16/06/2022",1/2022,M-150,"RangeMax (TM) Dual Band Wireless-N Gigabit Router (Brand: Netgear, Model: WNDR3700)",1,No.
"16/06/2022",1/2022,M-150,Badge Maker,1,No.
"16/06/2022",1/2022,M-150,Starter Pack for Data Logger,1,No.
"16/06/2022",1/2022,M-150,Data Logger (Brand: Multi LogPro),1,No.
"16/06/2022",1/2022,M-150,PH Adapter & Electrode for Data Logger,1,No.
"16/06/2022",1/2022,M-150,Force Sensor for Data Logger,1,No.
"16/06/2022",1/2022,M-150,Soil Moisture for Data Logger,1,No.
"16/06/2022",1/2022,M-150,Sound Level Sensor for Data Logger,1,No.
"16/06/2022",1/2022,M-150,Turbidity Sensor for Data Logger,1,No.
"16/06/2022",1/2022,M-150,Accelevation Sensor for Data Logger,1,No.
"16/06/2022",1/2022,M-150,Colorimeter Sensor for Data Logger,1,No.
"16/06/2022",1/2022,M-150,Oxygen/Dissolved Oxygen Adapter for Data Logger,1,No.
"16/06/2022",1/2022,M-150,2TB Hard Disk (Brand: Lacie) (Degaussed),1,No.
"16/06/2022",1/2022,M-150,"Video Magnifier (Brand: ZooMax,  Model: Snow)",1,No.
"16/06/2022",1/2022,M-150,"Subwoofer Amplifier (Brand: Whafedale, Model: WH-S8)",1,No.
"16/06/2022",1/2022,M-150,"Visualizer (Brand: Vega, Model: V-820) (Dismantled)",1,No.
"16/06/2022",1/2022,M-150,"Cantonese Talking Measure Tape (Brand: CareTec, Model: PT60)",1,No.
"16/06/2022",1/2022,M-150,"Laminator (Brand: Fellows, Model: Venus 2)",2,Nos.
"16/06/2022",1/2022,M-150,"Dual Boot Mini TV Box (Brand: PIPO, Model: X8)",1,No.
"16/06/2022",1/2022,M-150,Thunderbolt Express Dock (Brand: Belkin),1,No.
"16/06/2022",1/2022,M-150,"Braille Display (Brand: Tieman, Model: Braille Voyager)",1,No.
"16/06/2022",1/2022,M-150,Standmaster (Brand: Da-Lite),1,No.
"16/06/2022",1/2022,M-150,"Router (Brand: 3 Com, Model: Home Connect Homewirless Gateway)",1,No.
"16/06/2022",1/2022,M-150,"12-Channel Audio Mixer (Brand: Mackie, Model: 1202-VLZPro)",1,No.
"16/06/2022",1/2022,M-150,"Power Amplifier (Brand: National, Model: WP-1400)",1,No.
"16/06/2022",1/2022,M-150,"Speaker (Brand: JBL, Model: CM42)",4,Nos.
"16/06/2022",1/2022,M-150,Ceiling Mount Bracket for JBL Speakers,4,Nos.
"16/06/2022",1/2022,M-150,"Wireless Microphone Receiver (Brand: National, Model: WX-22N/HK)",2,Nos.
"16/06/2022",1/2022,M-150,"Handheld Microphone (Brand: National, Model: WX-2200N/H)",1,No.
"16/06/2022",1/2022,M-150,"Handheld Microphone (Brand: National, Model: WX-2200N/K)",1,No.
"16/06/2022",1/2022,M-150,"Dual-channel Receiver Frame (Brand: Toa, Model: WT-870)",1,No.
"16/06/2022",1/2022,M-150,"Tuner Module (Brand: Toa, Model: WTU-870)",1,No.
"16/06/2022",1/2022,M-150,"Wireless tie-clip Microphone (Brand: Toa, Model: WM-370)",1,No.
"16/06/2022",1/2022,M-150,"Double Cassette Deck (Brand: Yamaha, Model: KX-W321)",1,No.
"16/06/2022",1/2022,M-150,"DVD/VCD/CD Player (Brand: Pioneer, Model: DV-535K)",1,No.
"16/06/2022",1/2022,M-151,"Digital Organ with 2 Speakers (Brand: Allen)  (Approx. 30Kg)
",1,No.
"16/06/2022",1/2022,M-152,"Distance Measuring Tool, including Measuring and Target Units (Brand: Combo Pro, Model: SN999003)",1,No.
"16/06/2022",1/2022,M-152,"Telephone Answering Machine (Brand: Panasonic, Model: KX-T2390B)",2,Nos.
"16/06/2022",1/2022,M-152,"Telephone, Cordless (Brand: Panasonic, Model: KKX-TCD951)",1,No.
"16/06/2022",1/2022,M-152,"Binoculars, Night Vision/Detective (Model: ND-MBN4)",1,No.
"16/06/2022",1/2022,M-152,"Camera, Digital (Brand: Canon, Model: Powershot G7)",1,No.
"16/06/2022",1/2022,M-153,"High Pressure Cleaner (Brand: KEW,  Model: Hobby Classic)",1,No.
"16/06/2022",1/2022,M-153,"Cold Water High Pressure Cleaner (Brand: Kranzle, Model: K-145T)",1,No.
"16/06/2022",1/2022,M-153,"Fiberglass Twin Step Ladder 6"" (Brand: Werner, Model: T7206)",1,No.
"16/06/2022",1/2022,M-153,Stainless Ladder,1,No.
"16/06/2022",1/2022,M-153,"Fiberglass Twin Step Ladder 4"" (Brand: Werner, Model: T7204)",2,Nos.
"16/06/2022",1/2022,M-153,"Electric Welding Machine (Brand: CEA, Model: Rainbow 153)",1,No.
"16/06/2022",1/2022,M-153,"Digital Camera (Brand: Canon, Model: IXUS 220HS)",1,No.
"16/06/2022",1/2022,M-153,"Digital Camera (Brand: Sony, Model: DSC-W Silver)",2,Nos.
"16/06/2022",1/2022,M-153,"Digital Camera (Brand: Sony, Model: DSC-W570)",1,No.
"16/06/2022",1/2022,M-153,"Digital Camera (Brand: Canon, Model: Powershot A400)",1,No.
"16/06/2022",1/2022,M-154,Hydraulic Jack (Model: S140),1,No.
"16/06/2022",1/2022,M-154,Hydraulic Jack (Model: SJ-20S-3),1,No.
"16/06/2022",1/2022,M-155,Portable Generator (Brand: Honda),1,No.
"16/06/2022",1/2022,M-155,Dipmeter (50m),6,Nos.
"16/06/2022",1/2022,M-155,Dipmeter (Brand: Slope Indicator Co.),1,No.
"16/06/2022",1/2022,M-155,Inclinometer (0.6m) (Brand: Sinco),2,Nos.
"16/06/2022",1/2022,M-155,Tiltmeter Sensor (Brand: Sinco),1,Box
"16/06/2022",1/2022,M-155,Wooden Tripod (Brand: Leica),8,Nos.
"16/06/2022",1/2022,M-155,Prism Set Triple Adaptor (Brand: Sokkisha),2,Nos.
"16/06/2022",1/2022,M-155,Prism (Brand: Aga),27,Nos.
"16/06/2022",1/2022,M-155,Theodolite Adaptor (Brand: Wild),1,No.
"16/06/2022",1/2022,M-155,Tribach with Optical Plummet (Brand: Sokkia),4,Nos.
"16/06/2022",1/2022,M-155,Tribach with Optical Plummet (Brand: Leica),6,Nos.
"16/06/2022",1/2022,M-155,Tribach Adaptor,9,Nos.
"16/06/2022",1/2022,M-155,Mini Prism Set (Brand: Nikko),1,No.
"16/06/2022",1/2022,M-155,Prism Holder (Brand: Aga),1,No.
"16/06/2022",1/2022,M-155,Single Prism Holder (Brand: Aga),6,Nos.
"16/06/2022",1/2022,M-155,Twin Prism Holder (Brand: Aga),4,Nos.
"16/06/2022",1/2022,M-155,Prism Pole (1.3m) (Brand: Leica),3,Nos.
"16/06/2022",1/2022,M-155,Ranging Pole,1,No.
"16/06/2022",1/2022,M-155,Lighting Device for Leveling Staff,2,Nos.
"16/06/2022",1/2022,M-155,Survey Traffic Sign,3,Nos.
"16/06/2022",1/2022,M-155,Prismatic Compass,2,Nos.
"16/06/2022",1/2022,M-155,Thermometer in Metal Case,1,No.
"16/06/2022",1/2022,M-155,Tribach with Optical Plummet (Brand: Sokkia),6,Nos.
"16/06/2022",1/2022,M-155,Wooden Tripod (Brand: Leica),15,Nos.
"16/06/2022",1/2022,M-155,Aluminum Tripod,1,No.
"16/06/2022",1/2022,M-155,Prism Pole (1.3m) (Brand: Leica and Aga),35,Nos.
"16/06/2022",1/2022,M-155,Extended Pole (1.0m) (Brand: Leica),4,Nos.
"16/06/2022",1/2022,M-155,Bar Code Staff (4.0m),6,Nos.
"16/06/2022",1/2022,M-155,Staff (5m) (Brand: Myzox),24,Nos.
"16/06/2022",1/2022,M-155,Stand for Staff,2,Nos.
"16/06/2022",1/2022,M-155,Extended Pole for Prism (1m),2,Nos.
"16/06/2022",1/2022,M-155,Tripod for Reflector Pole,3,Nos.
"16/06/2022",1/2022,M-155,Ranging Pole (1.5m),19,Nos.
"16/06/2022",1/2022,M-155,Hedge Shear,1,No.
"16/06/2022",1/2022,M-155,Axe,4,Nos.
"16/06/2022",1/2022,M-155,Shovel,2,Nos.
"16/06/2022",1/2022,M-155,Machete,4,Nos.
"16/06/2022",1/2022,M-155,Hoe,1,No.
"16/06/2022",1/2022,M-155,Measuring Tape (50m) (Brand: Yamayo),7,Nos.
"16/06/2022",1/2022,M-155,Steel Tape (100m),5,Nos.
"16/06/2022",1/2022,M-155,"Digitilt Indicator (Brand: Sinco, Model: 50309)",2,Nos.
"16/06/2022",1/2022,M-155,Inclinometer (1.7m) (Brand: Sinco),1,No.
"16/06/2022",1/2022,M-155,Battery Charger (Brand: Aga),3,Nos.
"16/06/2022",1/2022,M-155,Battery Charger (Brand: Leica),1,No.
"16/06/2022",1/2022,M-155,Charger Adapter (Brand: Aga),2,Nos.
"16/06/2022",1/2022,M-155,Battery Box (Brand: Wild),2,Nos.
"16/06/2022",1/2022,M-156,"Expired Toner Cartridge (Brand: HP, Model: CB381A)",2,Nos.
"16/06/2022",1/2022,M-156,"Expired Toner Cartridge (Brand: HP, Model: CB382A)",3,Nos.
"16/06/2022",1/2022,M-156,"Expired Toner Cartridge (Brand: HP, Model: CB383A)",2,Nos.
"16/06/2022",1/2022,M-156,"Expired Imaging Drum (Brand: HP, Model: CB384A)",1,No.
"16/06/2022",1/2022,M-156,"Expired Imaging Drum (Brand: HP, Model: CB385A)",1,No.
"16/06/2022",1/2022,M-156,"Expired Roller Kit (Brand: HP, Model: CB459A)",1,No.
"16/06/2022",1/2022,M-156,"Expired Transfer Kit (Brand: HP, Model: CB463A)",1,No.
"16/06/2022",1/2022,M-157,HP CB380A,4,Nos.
"16/06/2022",1/2022,M-157,HP CB381A,2,Nos.
"16/06/2022",1/2022,M-157,HP CB382A,2,Nos.
"16/06/2022",1/2022,M-157,HP CB383A,2,Nos.
"16/06/2022",1/2022,M-157,HP CB384A Imaging Drum,2,Nos.
"16/06/2022",1/2022,M-157,HP CB385A Imaging Drum,1,No.
"16/06/2022",1/2022,M-157,HP CB386A Imaging Drum,2,Nos.
"16/06/2022",1/2022,M-157,HP CB387A Imaging Drum,2,Nos.
"16/06/2022",1/2022,M-157,HP Q7553AC,1,No.
"16/06/2022",1/2022,M-157,HP Q7516AC,3,Nos.
"16/06/2022",1/2022,M-157,Panasonic UG-5575,4,Nos.
"16/06/2022",1/2022,M-157,Panasonic UG-3313,2,Nos.
"16/06/2022",1/2022,M-157,Sharp MX-23AT-YA,1,No.
"16/06/2022",1/2022,M-157,HP CE505XD,4,Nos.
"16/06/2022",1/2022,M-157,HP CF280XC,14,Nos.
"16/06/2022",1/2022,M-157,Kyocera TK-8509Y,13,Nos.
"16/06/2022",1/2022,M-157,Kyocera TK-8509M,13,Nos.
"16/06/2022",1/2022,M-157,Kyocera TK-8509C,12,Nos.
"16/06/2022",1/2022,M-157,Kyocera TK-8509K,22,Nos.
"16/06/2022",1/2022,M-157,Kyocera TK-8604Y,7,Nos.
"16/06/2022",1/2022,M-157,Kyocera TK-8604M,6,Nos.
"16/06/2022",1/2022,M-157,Kyocera TK-8604C,8,Nos.
"16/06/2022",1/2022,M-157,Kyocera TK-8604K,7,Nos.
"16/06/2022",1/2022,M-158,Air Compressor,1,No.
"16/06/2022",1/2022,M-158,Aluminum Rollers for Transportation,2,Nos.
"16/06/2022",1/2022,M-158,High Pressure Cold water Cleaning Machine,1,No.
"16/06/2022",1/2022,M-158,Hydraulic Jack,1,No.
"16/06/2022",1/2022,M-158,Electronic Scale,1,No.
"16/06/2022",1/2022,M-158,Electric Saw,1,No.
"16/06/2022",1/2022,M-158,Scrubber Drier,1,No.
"16/06/2022",1/2022,M-158,Hand Trolly Shredder for Wood (Brand: Komatsu Zenoal),1,No.
"16/06/2022",1/2022,M-158,Diesel Water Pump with Electric Start,1,No.
"16/06/2022",1/2022,M-158,"Water Pump, High Head (Brand : Marunaka)",1,No.
"16/06/2022",1/2022,M-158,Personal Navigator Antenna,1,No.
"16/06/2022",1/2022,M-158,Hydrophone Sensor,1,No.
"16/06/2022",1/2022,M-159,Centrifuge (Model: 5810),1,No.
"16/06/2022",1/2022,M-159,Temperature and Humidity Chart Recorder,10,Nos.
"16/06/2022",1/2022,M-159,Electronic Heavy Duty Stapler,1,No.
"16/06/2022",1/2022,M-159,Temperature and Humidity Chart Recorder,1,No.
"16/06/2022",1/2022,M-159,Dry Cabinet  (Model: ED -138),1,No.
"16/06/2022",1/2022,M-159,Electronic Tape Dispenser,1,No.
"16/06/2022",1/2022,M-159,8 Channel Electronic Pipette,1,No.
"16/06/2022",1/2022,M-159,Eppendof Biophotometer,1,No.
"16/06/2022",1/2022,M-159,Precision Pulsed Microwave Oven,1,No.
"16/06/2022",1/2022,M-159,Mini-shaker,1,No.
"16/06/2022",1/2022,M-160,UltraSonic Scaling Unit,1,No.
"16/06/2022",1/2022,M-160,Replenisher Unit (Brand: Durr),1,No.
"16/06/2022",1/2022,M-160,Automatic X-ray Processing Machine (Model: XR24),1,No.
"16/06/2022",1/2022,M-161,Autoclave,7,Nos.
"16/06/2022",1/2022,M-162,High Voltage Probe,1,No.
"16/06/2022",1/2022,M-162,Keyboard for Radio Walkie Talkie,7,Nos.
"16/06/2022",1/2022,M-162,Dynamic Pressure Microphone,10,Nos.
"16/06/2022",1/2022,M-162,20 Core Cable,1,No.
"16/06/2022",1/2022,M-162,Controller,23,Nos.
"16/06/2022",1/2022,M-162,Back Cover Kit ,4,Nos.
"16/06/2022",1/2022,M-162,Weather Proof Stream Line ,1,No.
"16/06/2022",1/2022,M-162,Mobile Duplexer ,4,Nos.
"16/06/2022",1/2022,M-162,"Headset for Radio Walkie Talkie (Brand: Headband, Model: MT7H7)",1,No.
"16/06/2022",1/2022,M-162,Control Head,29,Nos.
"16/06/2022",1/2022,M-162,Channel Modem,1,No.
"16/06/2022",1/2022,M-162,Triggered Spark Gap Surge Reduction,1,No.
"16/06/2022",1/2022,M-162,Directional Frequency Range Antenna ,1,No.
"16/06/2022",1/2022,M-162,Marine Rader Display,1,No.
"16/06/2022",1/2022,M-162,800 Mega Hertz Base Station/Repeater,1,No.
"16/06/2022",1/2022,M-163,"Modem (Brand: US Robotics, Model: Courier V.34)",2,Nos.
"16/06/2022",1/2022,M-163,"Modem (Brand: US Robotics, Model: V.90)",2,Nos.
"16/06/2022",1/2022,M-163,"Memory, 16GB (Brand: Dell)",1,No.
"16/06/2022",1/2022,M-163,"Mobile Phone (Brand: Nokia, Model: 7110)",1,No.
"16/06/2022",1/2022,M-163,"PDA Phone (Brand: Palm, Model: M505)",1,No.
"16/06/2022",1/2022,M-163,"PDA Phone (Brand: Compaq, Model: iPAQ H3630)",1,No.
"16/06/2022",1/2022,M-163,Tape Drive (Brand: IBM),1,No.
"16/06/2022",1/2022,M-163,"Tape Drive (Brand: HP, Model: C7503B)",1,No.
"16/06/2022",1/2022,M-164,"Ladder First Floor, Aluminium Alloy, 6.5 Metres",3,Nos.
"16/06/2022",1/2022,M-165,"Ladder First Floor, Aluminium Alloy, 6.5 Metres",8,Nos.
"16/06/2022",1/2022,M-165,"Ladder Double Extension, Aluminium Alloy, 10.5 Metres",11,Nos.
"16/06/2022",1/2022,M-166,"Piano (Brand: Ottostein, Model: SU 118)",1,No.
"16/06/2022",1/2022,M-166,"Electronic Keyboard (Brand: Yamaha, Model: PSR-200)",1,No.
"16/06/2022",1/2022,M-166,"Bass Recorder (Brand: Aulous, Model: 533)",1,No.
"16/06/2022",1/2022,M-166,"Bass Recorder (Brand: Angel, Model: 1001T)",1,No.
"16/06/2022",1/2022,M-167,Vacuum Cleaner (Brand: Numatic),1,No.
"16/06/2022",1/2022,M-167,Air Cleaner (Model: HR-4368),1,No.
"16/06/2022",1/2022,M-167,Lunch Box Steam Warmer,1,No.
"16/06/2022",1/2022,M-167,"Scale (Brand: Pitney Bowes, Model: A602)",1,No.
"16/06/2022",1/2022,M-167,"Mosquito Exterminator (Brand: Skeetervac, Model: SV-35)",1,No.
"16/06/2022",1/2022,M-167,Electronic Dictionary (Brand: ��Ķ�q),1,No.
"16/06/2022",1/2022,M-167,"Electronic Dictionary (Brand: ��Ķ�q, Model: MD-6000)",1,No.
"16/06/2022",1/2022,M-167,"Electronic Dictionary (Brand: Global View, Model: PC-701)",1,No.
"16/06/2022",1/2022,M-167,"A3 Laminator (Brand: BIO, Model: 330)",1,No.
"16/06/2022",1/2022,M-167,"Microwave (Brand: National, Model: NN-GD576M)",1,No.
"16/06/2022",1/2022,M-167,"Microwave (Brand: National, Model: NNS557WF)",1,No.
