Date of Auction,Auction List No.,Lot No.,Description,Quantity,Unit
"16/06/2022",1/2022,MS-303,"Paper Shredder (Brand: GBC, Model:  ShredMaster 22SM)",1,No.
"16/06/2022",1/2022,MS-303,"Portable Air-conditioner (Brand: Carrier, Model: PC-12LHPA)",1,No.
"16/06/2022",1/2022,MS-304,"Sofa, 1 Seater",1,No.
"16/06/2022",1/2022,MS-304,Chinese Dictionary,1,No.
"16/06/2022",1/2022,MS-304,"Plain Paper Facsimile Machine (Brand: Panafax, Model: UF-885)",1,No.
"16/06/2022",1/2022,MS-304,"Wardrobe, W90 x D60 x H180 cm",1,No.
"16/06/2022",1/2022,MS-304,"Calculator, 12 Digits",2,Nos.
"16/06/2022",1/2022,MS-304,"Machine, Embossing",1,No.
"16/06/2022",1/2022,MS-305,Tunic Winter Navy Blue Barathea (Male)(unused),81,Nos.
"16/06/2022",1/2022,MS-305,Tunic Summer Blue Dac (Female)(unused),117,Nos.
"16/06/2022",1/2022,MS-306,"Mobile Phone, 'Nokia' 6120C",15,No.
"16/06/2022",1/2022,MS-306,"Mobile Phone, 'Nokia' 6070",20,No.
"16/06/2022",1/2022,MS-306,"Mobile Phone, 'Nokia' 6300",20,No.
"16/06/2022",1/2022,MS-307,Lacie D2 Extreme FW800/400/USB2 200GB,1,No.
"16/06/2022",1/2022,MS-307,Motion Display,1,No.
"16/06/2022",1/2022,UP-701,"Water Heater (Brand: TGC, Model: RS68B) (Dismantled)",1,No.
"16/06/2022",1/2022,UP-701,"Gas Stove (Brand: TGC, Model: SUZH2H) (Dismantled)",1,No.
"16/06/2022",1/2022,UP-702,"Refrigerator (Brand: Mitsubishi, Model: MR-H15E-SL-H) (Dismantled)",1,No.
"16/06/2022",1/2022,UP-702,"Television (Type: LED) (Brand: Rasonic, Model: RLT-Q32IKC)",1,No.
"16/06/2022",1/2022,UP-702,"Air-conditioner (Brand: Fortress, Model: FWAC10M18) (Dismantled)",1,No.
"16/06/2022",1/2022,UP-702,"Washing Machine (Brand: Fortress, Model: FW816B615) (Dismantled)",1,No.
"16/06/2022",1/2022,UP-703,Air-conditioner (Brand: General) (Dismantled),2,Nos.
"16/06/2022",1/2022,UP-704,"Camera (Brand: Canon, Model: 1300D)",1,No.
"16/06/2022",1/2022,UP-704,"Camera (Brand: Fujifilm, Model: X-T3)",1,No.
"16/06/2022",1/2022,UP-704,"Video Camera (Brand: Go Pro, Model: Hero 8)",2,Nos.
"16/06/2022",1/2022,UP-704,"Camera (Brand:Canon, Model: M10)",1,No.
"16/06/2022",1/2022,UP-704,"Camera Lens (Brand: Canon, Model: 75-300mm)",1,No.
"16/06/2022",1/2022,UP-705,Bracelet / Bangle ,58,Nos.
"16/06/2022",1/2022,UP-705,Brooch ,3,Nos.
"16/06/2022",1/2022,UP-705,Earring,98,Nos.
"16/06/2022",1/2022,UP-705,Necklace ,27,Nos.
"16/06/2022",1/2022,UP-705,Pendant ,8,Nos.
"16/06/2022",1/2022,UP-705,Ring ,63,Nos.
"16/06/2022",1/2022,UP-705,"Jewellery Set (Watch, Bracelet, Necklace, Ring, Earring)",4,Sets
"16/06/2022",1/2022,UP-706,Charger ,487,Nos.
"16/06/2022",1/2022,UP-706,External Battery Pack ,79,Nos.
"16/06/2022",1/2022,UP-706,Game Player ,4,Nos.
"16/06/2022",1/2022,UP-706,Computer Mouse ,14,Nos.
"16/06/2022",1/2022,UP-706,MP3 / Multimedia Player,2,Nos.
"16/06/2022",1/2022,UP-706,Stylus Pen,4,Nos.
"16/06/2022",1/2022,UP-706,Speaker ,3,Nos.
"16/06/2022",1/2022,UP-706,Earphone /Headphone / Bluetooth Handfree ,40,Nos.
"16/06/2022",1/2022,UP-706,Portable Electric Fan ,3,Nos.
"16/06/2022",1/2022,UP-706,Internet Wifi Device ,7,Nos.
"16/06/2022",1/2022,UP-706,Monopod (Phone Use),7,Nos.
"16/06/2022",1/2022,UP-706,Tripod,5,Nos.
"16/06/2022",1/2022,UP-706,Drone,2,Nos.
"16/06/2022",1/2022,UP-706,Digital Photo Printer,1,No.
"16/06/2022",1/2022,UP-706,Electrical Baby Hair Cutter,1,No.
"16/06/2022",1/2022,UP-706,Electronic Stewer,2,Nos.
"16/06/2022",1/2022,UP-706,Electronic Lunch Box,1,No.
"16/06/2022",1/2022,UP-706,Fill Light,1,No.
"16/06/2022",1/2022,UP-706,Watch,96,Nos.
"16/06/2022",1/2022,UP-706,Electronic Wrist Band ,15,Nos.
"16/06/2022",1/2022,UP-706,Electronic Scale,1,No.
"16/06/2022",1/2022,UP-706,Pen,5,Nos.
"16/06/2022",1/2022,UP-706,Glasses / Sunglasses,315,Pairs
"16/06/2022",1/2022,UP-706,Bag / Handbag,35,Nos.
"16/06/2022",1/2022,UP-706,Wallet,10,Nos.
"16/06/2022",1/2022,UP-706,Shoes/ Slippers,57,Pairs
"16/06/2022",1/2022,UP-706,Belt,605,Nos.
"16/06/2022",1/2022,UP-706,Cap /Hat,130,Nos.
"16/06/2022",1/2022,UP-706,Gloves,2,Pairs
"16/06/2022",1/2022,UP-706,Scarf,3,Pieces
"16/06/2022",1/2022,UP-706,Cup/ Glass / Water Bottle,11,Nos.
"16/06/2022",1/2022,UP-706,Tableware,5,Nos.
"16/06/2022",1/2022,UP-706,Water Bottle Set ,3,Sets
"16/06/2022",1/2022,UP-706,Lighter,1,No.
"16/06/2022",1/2022,UP-706,Clock,1,No.
"16/06/2022",1/2022,UP-706,Book,120,Nos.
"16/06/2022",1/2022,UP-706,Umbrella,71,Nos.
"16/06/2022",1/2022,UP-706,Helmet,1,No.
"16/06/2022",1/2022,UP-706,Erhu,1,No.
"16/06/2022",1/2022,UP-706,Xiao,1,No.
"16/06/2022",1/2022,UP-706,Electric Piano ,1,No.
"16/06/2022",1/2022,UP-706,Drum,1,No.
"16/06/2022",1/2022,UP-706,Oboe,2,Nos.
"16/06/2022",1/2022,UP-706,Golf Set,1,Set
"16/06/2022",1/2022,UP-706,Golf Club,1,No.
"16/06/2022",1/2022,UP-706,Skipping Rope,4,Nos.
"16/06/2022",1/2022,UP-706,"Decoration (Ceramic, Metallic and Wooden)",4,Nos.
"16/06/2022",1/2022,UP-706,Painting,9,Rolls
"16/06/2022",1/2022,UP-706,Foldable Table,3,Nos.
"16/06/2022",1/2022,UP-706,Foldable Trolley,1,No.
"16/06/2022",1/2022,UP-706,Baby Stroller,4,Nos.
"16/06/2022",1/2022,UP-706,Wheelchair,1,No.
"16/06/2022",1/2022,UP-706,Walking Cane,6,Nos.
"16/06/2022",1/2022,UP-706,Toy,93,Nos.
"16/06/2022",1/2022,UP-706,Mirror,1,No.
"16/06/2022",1/2022,UP-706,Fishing Rod,2,Nos.
"16/06/2022",1/2022,UP-706,Chair,3,Nos.
"16/06/2022",1/2022,UP-707,"Used Private Car (without Key)
Brand: B.M.W.  
Model: 520IA   
Registration Mark: SN4683  
Chassis No.: WBANA32040B352016  
Engine No.: 33225727",1,No.
"16/06/2022",1/2022,UP-708,"Used Motorcycle (without Key)
Brand: Yamaha
Model: CYGNUS X FI
Registration Mark: WF2483
Chassis No.: LPRSE411000303103
Engine No.: E397E-303106
(Some Parts including but not limited to the number plate, front cover, windshield, seating and back case were missing)",1,No.
"16/06/2022",1/2022,UP-709,"Used Private Car (without Key)
Brand: SUBARU
Model: R2 R FWD
Registration Mark: UM6409
Chassis No.: RC1-098877
Engine No.: D367022",1,No.
"16/06/2022",1/2022,UP-710,Bicycle,109,Nos.
"16/06/2022",1/2022,UP-711,"Used Private Car (without Key)
Brand: Toyota
Registration Mark: FR8388
Chassis No.: JTDBT22E703279725
Engine No.: 1NZ-B316045",1,No.
"16/06/2022",1/2022,UP-712,Bicycle,97,Nos.
"16/06/2022",1/2022,UP-713,Bicycle,150,Nos.
"16/06/2022",1/2022,UP-714,Electric Massager (Used),1,No.
"16/06/2022",1/2022,UP-714,Earphone (Used),18,Nos.
"16/06/2022",1/2022,UP-714,Aerial Camera (Used),1,No.
"16/06/2022",1/2022,UP-714,Aerial Camera Controller (Used),1,No.
"16/06/2022",1/2022,UP-714,CD Player (Used),1,No.
"16/06/2022",1/2022,UP-714,High Definition Driving Recorder (Used),2,Nos.
"16/06/2022",1/2022,UP-714,Multimedia Player (Used),1,No.
"16/06/2022",1/2022,UP-714,Timer (Used),1,No.
"16/06/2022",1/2022,UP-714,Ceramic Heater (Used),1,No.
"16/06/2022",1/2022,UP-714,Portable Game Console (Used),1,No.
"16/06/2022",1/2022,UP-714,Bag (Various Type) (Used),5,Nos.
"16/06/2022",1/2022,UP-714,Calculator (Used)                        ,4,Nos.
"16/06/2022",1/2022,UP-714,Camera (Used)                                              ,9,Nos.
"16/06/2022",1/2022,UP-714,Camera Flash (Used),1,No.
"16/06/2022",1/2022,UP-714,Camera Lens (Used),1,No.
"16/06/2022",1/2022,UP-714,Musical Instrument (Used),1,No.
"16/06/2022",1/2022,UP-714,Assorted Tool (Used),1,No.
"16/06/2022",1/2022,UP-714,Souvenir (Used),29,Nos.
"16/06/2022",1/2022,UP-714,Aerial Camera Propeller (Used),4,Nos.
"16/06/2022",1/2022,UP-714,Plastic Box (Used) ,1,No.
"16/06/2022",1/2022,UP-714,Transformer (Used),3,Nos.
"16/06/2022",1/2022,UP-714,USB Charging Cable (Used),5,Nos.
"16/06/2022",1/2022,UP-714,Tripod (Used),1,No.
"16/06/2022",1/2022,UP-714,Baby Stroller (Used) ,1,No.
"16/06/2022",1/2022,UP-715,"Bracelet / Bangle, Assorted Colour (Used)",79,Nos.
"16/06/2022",1/2022,UP-715,"Necklace / Chain, Assorted Colour (Used)",140,Nos.
"16/06/2022",1/2022,UP-715,"Pendant, Assorted Colour (Used)",26,Nos.
"16/06/2022",1/2022,UP-715,"Ear-Ring, Assorted Colour (Used)",89,Nos.
"16/06/2022",1/2022,UP-715,"Ring Finger, Assorted Colour (Used)",146,Nos.
"16/06/2022",1/2022,UP-715,"Accessories, Green-Coloured (Used)",29,Nos.
"16/06/2022",1/2022,UP-715,"Trinket, Assorted Colour (Used)",21,Nos.
"16/06/2022",1/2022,UP-715,"Wrist Watch, Assorted Colour (Used)",167,Nos.
"16/06/2022",1/2022,UP-715,"Genuine Wrist Watch, ��OMEGA�� (Used)",5,Nos.
